공고ID,사업명,주관부처,분야,사업설명,주요키워드,공고링크,마감일,키워드리스트,source
R25BK00570482,동광고등학교 본관동 고교학점제 공간조성공사(긴급),경기도교육청 동광고등학교,조달청 또는 나라장터 자체 공고건,동광고등학교 본관동 고교학점제 공간조성공사(긴급),"동광고등학교,본관동,고교학점제,공간조성공사,긴급",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-15 10:00:00,"['동광고등학교', '본관동', '고교학점제', '공간조성공사', '긴급']",bid_list_converted.csv
R25BK00570850,2025년 하수시설물 유지보수 연간단가공사(1구역),경기도 평택시 안중출장소,조달청 또는 나라장터 자체 공고건,2025년 하수시설물 유지보수 연간단가공사(1구역),"2025년,하수시설물,유지보수,연간단가공사,1구역",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-16 10:00:00,"['2025년', '하수시설물', '유지보수', '연간단가공사', '1구역']",bid_list_converted.csv
R25BK00569789,2025년 굴착 복구 도로정비공사(연간계약),인천광역시 계양구,조달청 또는 나라장터 자체 공고건,2025년 굴착 복구 도로정비공사(연간계약),"2025년,굴착,복구,도로정비공사,연간계약",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-21 10:00:00,"['2025년', '굴착', '복구', '도로정비공사', '연간계약']",bid_list_converted.csv
R25BK00570862,2025년 LED 보안등 신설 및 교체공사(2권역),전라남도 고흥군,조달청 또는 나라장터 자체 공고건,2025년 LED 보안등 신설 및 교체공사(2권역),"2025년,LED,보안등,신설,교체공사,2권역",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-16 14:00:00,"['2025년', 'LED', '보안등', '신설', '교체공사', '2권역']",bid_list_converted.csv
R25BK00570640,만경2지구 수리시설개보수사업 토목공사,한국농어촌공사 전북지역본부 동진지사,조달청 또는 나라장터 자체 공고건,만경2지구 수리시설개보수사업 토목공사,"만경2지구,수리시설개보수사업,토목공사",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-31 10:00:00,"['만경2지구', '수리시설개보수사업', '토목공사']",bid_list_converted.csv
R25BK00570829,2025년 교통안전시설물 유지보수 단가계약,경상북도 문경시,조달청 또는 나라장터 자체 공고건,2025년 교통안전시설물 유지보수 단가계약,"2025년,교통안전시설물,유지보수,단가계약",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-16 10:00:00,"['2025년', '교통안전시설물', '유지보수', '단가계약']",bid_list_converted.csv
R25BK00570834,글로벌관 강의실 환경개선 공사(건축),국립금오공과대학교,조달청 또는 나라장터 자체 공고건,글로벌관 강의실 환경개선 공사(건축),"글로벌관,강의실,환경개선,공사,건축",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-16 12:00:00,"['글로벌관', '강의실', '환경개선', '공사', '건축']",bid_list_converted.csv
R25BK00570870,2025년 가로등 유지관리 단가공사,광주광역시 북구,조달청 또는 나라장터 자체 공고건,2025년 가로등 유지관리 단가공사,"2025년,가로등,유지관리,단가공사",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-16 10:00:00,"['2025년', '가로등', '유지관리', '단가공사']",bid_list_converted.csv
R25BK00570876,2025년 백운면 가로보안등 유지보수공사(단가계약),충청북도 제천시 백운면,조달청 또는 나라장터 자체 공고건,2025년 백운면 가로보안등 유지보수공사(단가계약),"2025년,백운면,가로보안등,유지보수공사,단가계약",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-16 10:00:00,"['2025년', '백운면', '가로보안등', '유지보수공사', '단가계약']",bid_list_converted.csv
R25BK00570405,진해남중학교 그린스마트 미래학교 본관동 리모델링 전기공사,경상남도교육청 경상남도창원교육지원청 진해남중학교,조달청 또는 나라장터 자체 공고건,진해남중학교 그린스마트 미래학교 본관동 리모델링 전기공사,"진해남중학교,그린스마트,미래학교,본관동,리모델링,전기공사",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-20 10:00:00,"['진해남중학교', '그린스마트', '미래학교', '본관동', '리모델링', '전기공사']",bid_list_converted.csv
R25BK00569692,산본시장 외부 아케이드 건립에 따른 상수관 이설공사,경기도 군포시,조달청 또는 나라장터 자체 공고건,산본시장 외부 아케이드 건립에 따른 상수관 이설공사,"산본시장,외부,아케이드,건립에,따른,상수관,이설공사",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-16 14:00:00,"['산본시장', '외부', '아케이드', '건립에', '따른', '상수관', '이설공사']",bid_list_converted.csv
R25BK00570900,2025년 교통안전표지판 유지보수(단가계약),경상남도 진주시,조달청 또는 나라장터 자체 공고건,2025년 교통안전표지판 유지보수(단가계약),"2025년,교통안전표지판,유지보수,단가계약",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-16 10:00:00,"['2025년', '교통안전표지판', '유지보수', '단가계약']",bid_list_converted.csv
R25BK00570885,경북외국어고등학교 LED조명 교체 전기공사 수의견적 제출안내,경상북도교육청 경상북도구미교육지원청,조달청 또는 나라장터 자체 공고건,경북외국어고등학교 LED조명 교체 전기공사 수의견적 제출안내,"경북외국어고등학교,LED조명,교체,전기공사,수의견적,제출안내",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-16 10:00:00,"['경북외국어고등학교', 'LED조명', '교체', '전기공사', '수의견적', '제출안내']",bid_list_converted.csv
R25BK00570952,토탈뷰티케어학과 및 헤어메이크업학과 실습실 환경개선 공사,대구한의대학교,조달청 또는 나라장터 자체 공고건,토탈뷰티케어학과 및 헤어메이크업학과 실습실 환경개선 공사,"토탈뷰티케어학과,헤어메이크업학과,실습실,환경개선,공사",https://www.data.go.kr/data/15129394/openapi.do#/,,"['토탈뷰티케어학과', '헤어메이크업학과', '실습실', '환경개선', '공사']",bid_list_converted.csv
R25BK00570179,2025년 상반기 교통안전시설물(교통신호기 등) 연간단가 보수공사,경기도 군포시,조달청 또는 나라장터 자체 공고건,2025년 상반기 교통안전시설물(교통신호기 등) 연간단가 보수공사,"2025년,상반기,교통안전시설물,교통신호기,연간단가,보수공사",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-16 14:00:00,"['2025년', '상반기', '교통안전시설물', '교통신호기', '연간단가', '보수공사']",bid_list_converted.csv
R25BK00569313,작전동 679-12번지 일원 공영주차장 조성공사(전기),인천광역시 계양구,조달청 또는 나라장터 자체 공고건,작전동 679-12번지 일원 공영주차장 조성공사(전기),"작전동,679,12번지,일원,공영주차장,조성공사,전기",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-16 10:00:00,"['작전동', '679', '12번지', '일원', '공영주차장', '조성공사', '전기']",bid_list_converted.csv
R25BK00570965,2025년 하수시설물 유지보수 연간단가공사(2구역),경기도 평택시 안중출장소,조달청 또는 나라장터 자체 공고건,2025년 하수시설물 유지보수 연간단가공사(2구역),"2025년,하수시설물,유지보수,연간단가공사,2구역",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-16 10:00:00,"['2025년', '하수시설물', '유지보수', '연간단가공사', '2구역']",bid_list_converted.csv
R25BK00570888,강원대학교 삼척캠퍼스 제3공학관 4층 노후 실습실 환경개선 전기공사,강원대학교 삼척캠퍼스,조달청 또는 나라장터 자체 공고건,강원대학교 삼척캠퍼스 제3공학관 4층 노후 실습실 환경개선 전기공사,"강원대학교,삼척캠퍼스,제3공학관,4층,노후,실습실,환경개선,전기공사",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-16 10:00:00,"['강원대학교', '삼척캠퍼스', '제3공학관', '4층', '노후', '실습실', '환경개선', '전기공사']",bid_list_converted.csv
20241241266,2025년도 부산항 신항 임항도로 포장보수공사(단가계약),부산항만공사,조달청 또는 나라장터 자체 공고건,2025년도 부산항 신항 임항도로 포장보수공사(단가계약),"2025년도,부산항,신항,임항도로,포장보수공사,단가계약",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-21 10:00:00,"['2025년도', '부산항', '신항', '임항도로', '포장보수공사', '단가계약']",bid_list_converted.csv
R25BK00570925,사림아너스학부 공간 리모델링 공사(건축),창원대학교,조달청 또는 나라장터 자체 공고건,사림아너스학부 공간 리모델링 공사(건축),"사림아너스학부,공간,리모델링,공사,건축",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-16 10:00:00,"['사림아너스학부', '공간', '리모델링', '공사', '건축']",bid_list_converted.csv
R25BK00570855,계성초등학교 본관동 및 강당동 내진보강 소방공사,대구광역시동부교육청 계성초등학교,조달청 또는 나라장터 자체 공고건,계성초등학교 본관동 및 강당동 내진보강 소방공사,"계성초등학교,본관동,강당동,내진보강,소방공사",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-16 14:00:00,"['계성초등학교', '본관동', '강당동', '내진보강', '소방공사']",bid_list_converted.csv
R25BK00570958,봉래 수락도 작은 섬 공도방지사업,전라남도 고흥군,조달청 또는 나라장터 자체 공고건,봉래 수락도 작은 섬 공도방지사업,"봉래,수락도,작은,공도방지사업",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-20 14:00:00,"['봉래', '수락도', '작은', '공도방지사업']",bid_list_converted.csv
R25BK00570289,수완고등학교 AI팩토리(미래교실) 구축 공사(건축),광주광역시교육청 수완고등학교,조달청 또는 나라장터 자체 공고건,수완고등학교 AI팩토리(미래교실) 구축 공사(건축),"수완고등학교,AI팩토리,미래교실,구축,공사,건축",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-20 10:00:00,"['수완고등학교', 'AI팩토리', '미래교실', '구축', '공사', '건축']",bid_list_converted.csv
R25BK00570944,2025년 버스승강장(전기) 유지보수 연간단가,경기도 포천시,조달청 또는 나라장터 자체 공고건,2025년 버스승강장(전기) 유지보수 연간단가,"2025년,버스승강장,전기,유지보수,연간단가",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-16 16:00:00,"['2025년', '버스승강장', '전기', '유지보수', '연간단가']",bid_list_converted.csv
R25BK00569945,2025년 상반기 안양동 공공하수도 보수공사(연간단가),경기도 안양시 상하수도사업소,조달청 또는 나라장터 자체 공고건,2025년 상반기 안양동 공공하수도 보수공사(연간단가),"2025년,상반기,안양동,공공하수도,보수공사,연간단가",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-16 12:00:00,"['2025년', '상반기', '안양동', '공공하수도', '보수공사', '연간단가']",bid_list_converted.csv
R25BK00570968,"남원제일고 그린스마트스쿨 본관, 동관동 리모델링 소방공사",전북특별자치도교육청 남원제일고등학교,조달청 또는 나라장터 자체 공고건,"남원제일고 그린스마트스쿨 본관, 동관동 리모델링 소방공사","남원제일고,그린스마트스쿨,본관,동관동,리모델링,소방공사",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-16 10:00:00,"['남원제일고', '그린스마트스쿨', '본관', '동관동', '리모델링', '소방공사']",bid_list_converted.csv
R25BK00570966,신안군 북부권역 갯벌식생 복원사업,해양환경공단,조달청 또는 나라장터 자체 공고건,신안군 북부권역 갯벌식생 복원사업,"신안군,북부권역,갯벌식생,복원사업",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-20 10:00:00,"['신안군', '북부권역', '갯벌식생', '복원사업']",bid_list_converted.csv
R25BK00571080,월평항 어촌신활력증진사업 소방공사,한국농어촌공사 전남지역본부 영광지사,조달청 또는 나라장터 자체 공고건,월평항 어촌신활력증진사업 소방공사,"월평항,어촌신활력증진사업,소방공사",https://www.data.go.kr/data/15129394/openapi.do#/,2025-01-10 16:00:00,"['월평항', '어촌신활력증진사업', '소방공사']",bid_list_converted.csv
